FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE
20220131,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC HUANCAYO,CMAC,38450.00,4050.00,120,13.99,81000.00,20230526
20220208,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC TRUJILLO,CMAC,34700.00,9000.00,122,13.75,82200.00,20230526
20220228,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,44400.00,300.00,180,13.89,82000.00,20230526
20220217,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC HUANCAYO,CMAC,22870.00,3230.00,96,13.99,64600.00,20230526
20220217,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,30864.25,10000.00,84,13.99,79364.25,20230526
20220217,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,45530.00,4370.00,180,13.50,87400.00,20230526
20220222,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,43910.00,4290.00,120,13.50,85700.00,20230526
20220222,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,30226.80,3617.20,180,13.50,72344.00,20230526
20220222,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,42915.00,4285.00,120,13.50,85700.00,20230526
20220222,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,34200.00,2600.00,240,10.03,75300.00,20230526
20220224,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,33900.00,15000.00,120,13.50,86400.00,20230526
20220224,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,38915.00,8285.00,240,13.00,85700.00,20230526
20220224,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,27000.00,1000.00,60,13.99,65000.00,20230526
20220225,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,38500.00,10000.00,240,13.00,87000.00,20230526
20220225,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,43500.00,5000.00,180,13.00,87000.00,20230526
20220225,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,41000.00,5000.00,120,13.00,84500.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,96,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,29300.00,3600.00,180,17.00,71400.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,19450.00,3050.00,60,17.00,61000.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,43809.00,5091.00,156,17.00,87400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26900.00,2300.00,84,17.00,67700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26900.00,5000.00,120,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,27300.00,3600.00,120,17.00,69400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28090.00,500.00,96,17.00,67090.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,120,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,48,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26900.00,2300.00,48,17.00,67700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,180,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,120,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,60,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,180,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,180,17.00,68400.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,34400.00,3000.00,120,17.00,75900.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,60,17.00,70400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,26315.00,2275.00,108,17.00,67090.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,120,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,29300.00,3600.00,180,17.00,71400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,28090.00,500.00,84,17.00,67090.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,120,17.00,68400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,27024.20,2275.00,240,17.00,66924.20,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,37400.00,3000.00,120,17.00,78900.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28925.00,2275.00,120,17.00,69700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,96,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,10200.00,19000.00,24,17.00,67700.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,45900.00,3000.00,120,17.00,87400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,26009.20,350.00,108,17.00,63984.20,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26900.00,2300.00,96,17.00,67700.00,20230526
20220228,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,41925.00,4325.00,240,13.50,86500.00,20230526
20220228,FCTP,LIMA,CANIETE,MALA,150509,FINANCIERA EFECTIVA S. A,FINANCIERA,38815.00,8385.00,120,14.00,85700.00,20230526
20220228,FCTP,PIURA,SULLANA,MIGUEL CHECA,200606,FINANCIERA EFECTIVA S. A,FINANCIERA,27050.00,3450.00,120,16.00,69000.00,20230526
20220228,FCTP,LIMA,CANIETE,MALA,150509,FINANCIERA EFECTIVA S. A,FINANCIERA,38275.00,7725.00,120,14.50,84500.00,20230526
20220228,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,16800.00,20000.00,60,15.99,75300.00,20230526
20220228,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,37490.00,8000.00,120,13.99,83990.00,20230526
20220228,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,41490.00,3000.00,180,13.99,82990.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,37190.00,8410.00,120,17.00,84100.00,20230526
20220228,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,4000.00,6575.48,36,20.48,47200.48,20230526
20220228,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,7800.00,2775.48,36,20.48,47200.48,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,26290.00,500.00,120,17.00,65290.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26700.00,2500.00,84,17.00,67700.00,20230526
20220228,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,36490.00,5000.00,180,13.99,79990.00,20230526
20220228,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,32490.00,12000.00,120,13.99,82990.00,20230526
20220228,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,36600.00,100.00,100,13.00,74000.00,20230526
20220228,FCTP,PIURA,PIURA,CATACAOS,200105,CAC PACIFICO,CAC,37000.00,3000.00,132,17.00,78500.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,21900.00,10000.00,72,17.00,70400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,27600.00,3600.00,120,17.00,69700.00,20230526
20220228,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,32550.00,150.00,300,13.89,70000.00,20230526
20220228,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,32400.00,300.00,300,13.89,70000.00,20230526
20220228,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,36700.00,8100.00,180,13.00,83300.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,26300.00,3600.00,120,17.00,68400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,27800.00,2275.00,120,17.00,67700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,23900.00,6000.00,96,17.00,68400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,25390.00,2275.00,180,17.00,65290.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,43900.00,5000.00,120,17.00,87400.00,20230526
20220215,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,27000.00,1000.00,84,17.25,65000.00,20230526
20220215,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,26300.00,10500.00,120,13.99,74425.00,20230526
20220215,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,11423.00,25377.00,120,15.99,74425.00,20230526
20220215,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,27000.00,1000.00,72,17.25,65000.00,20230526
20220215,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,27000.00,1000.00,60,17.25,65000.00,20230526
20220208,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,62825.00,5375.00,84,13.99,106700.00,20230526
20220208,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,61535.00,5265.00,120,13.99,105300.00,20230526
20220208,FCTP,LIMA,CANIETE,MALA,150509,FINANCIERA EFECTIVA S. A,FINANCIERA,40635.00,4165.00,120,14.50,83300.00,20230526
20220208,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC TRUJILLO,CMAC,30030.00,8870.00,235,13.75,77400.00,20230526
20220208,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC TRUJILLO,CMAC,42915.00,4285.00,233,13.75,85700.00,20230526
20220215,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,27000.00,1000.00,60,17.25,65000.00,20230526
20220215,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,38490.00,3000.00,180,14.03,79990.00,20230526
20220215,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,34700.00,2100.00,80,13.99,74425.00,20230526
20220215,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,56000.00,10500.00,144,13.99,105000.00,20230526
20220215,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,17700.00,1715.48,60,20.46,56040.48,20230526
20220210,FCTP,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,BANCO PICHINCHA,BANCO,59780.00,10920.00,120,14.00,109200.00,20230526
20220210,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,43675.00,4325.00,120,13.50,86500.00,20230526
20220210,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,36400.00,300.00,120,13.98,74000.00,20230526
20220210,FCTP,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,50375.00,17000.00,300,13.00,105000.00,20230526
20220210,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,45530.00,4370.00,180,13.50,87400.00,20230526
20220210,FCTP,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,63150.00,5350.00,180,13.00,107000.00,20230526
20220210,FCTP,LA LIBERTAD,VIRU,CHAO,131202,CONTINENTAL,BANCO,20970.00,5530.00,240,13.00,65000.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,27600.00,3600.00,60,17.00,69700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28700.00,2500.00,240,14.00,69700.00,20230526
20220203,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,40590.00,4110.00,120,13.50,82200.00,20230526
20220203,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,39500.00,9100.00,180,13.50,87100.00,20230526
20220208,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,22770.00,45330.00,48,15.99,106600.00,20230526
20220208,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,62580.00,5320.00,132,13.99,106400.00,20230526
20220208,FCTP,TACNA,TACNA,TACNA,230101,CMAC HUANCAYO,CMAC,22200.00,25000.00,120,15.99,85700.00,20230526
20220208,FCTP,ANCASH,CASMA,COMANDANTE NOEL,020803,CMAC MAYNAS,CMAC,37300.00,200.00,180,14.03,75000.00,20230526
20220208,FCTP,ANCASH,CASMA,COMANDANTE NOEL,020803,CMAC MAYNAS,CMAC,42300.00,200.00,96,14.03,80000.00,20230526
20220208,FCTP,AREQUIPA,AREQUIPA,YURA,040128,BANCO PICHINCHA,BANCO,59780.00,10920.00,180,15.00,109200.00,20230526
20220208,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,24875.00,21125.00,300,13.00,84500.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28900.00,2300.00,96,17.00,69700.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,28300.00,3600.00,60,17.00,70400.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,26315.00,2275.00,84,17.00,67090.00,20230526
20220228,FCTP,ICA,CHINCHA,ALTO LARAN,110202,CAC PACIFICO,CAC,48400.00,500.00,60,17.00,87400.00,20230526
20220228,FCTP,LA LIBERTAD,VIRU,VIRU,131201,CAC PACIFICO,CAC,25900.00,4000.00,96,17.00,68400.00,20230526
20220228,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,31200.00,300.00,120,13.89,70000.00,20230526
20220228,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,42915.00,4285.00,240,13.50,85700.00,20230526
20220228,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,35480.08,8219.92,60,13.50,82200.00,20230526
20220228,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,36750.00,10000.00,120,13.50,87000.00,20230526
20220228,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,32750.00,3750.00,240,13.50,75000.00,20230526
20220316,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,30000.00,1000.00,120,13.99,68000.00,20230526
20220317,FCTP,LA LIBERTAD,CHEPEN,CHEPEN,130401,CMAC HUANCAYO,CMAC,37190.00,8410.00,84,13.99,84100.00,20230526
20220317,FCTP,LA LIBERTAD,CHEPEN,CHEPEN,130401,CMAC HUANCAYO,CMAC,43100.00,2500.00,120,13.99,84100.00,20230526
20220317,FCTP,LA LIBERTAD,CHEPEN,CHEPEN,130401,CMAC HUANCAYO,CMAC,25600.00,20000.00,60,13.99,84100.00,20230526
20220317,FCTP,LA LIBERTAD,CHEPEN,CHEPEN,130401,CMAC HUANCAYO,CMAC,34700.00,10900.00,120,13.99,84100.00,20230526
20220311,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,18500.00,40.48,120,19.25,56040.48,20230526
20220311,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,18000.00,540.48,120,19.25,56040.48,20230526
20220316,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,42000.00,4000.00,180,13.99,84500.00,20230526
20220316,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,40490.00,4000.00,120,13.99,82990.00,20230526
20220316,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC HUANCAYO,CMAC,27675.00,3425.00,240,14.03,68500.00,20230526
20220317,FCTP,LA LIBERTAD,CHEPEN,CHEPEN,130401,CMAC HUANCAYO,CMAC,37190.00,8410.00,84,13.99,84100.00,20230526
20220317,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,62865.00,5335.00,120,13.99,106700.00,20230526
20220317,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,38490.00,3000.00,120,13.99,79990.00,20230526
20220317,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,45900.00,22200.00,60,13.99,106600.00,20230526
20220318,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,42650.00,50.00,240,13.00,80000.00,20230526
20220325,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,40490.00,5000.00,120,10.97,83990.00,20230526
20220325,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC ICA,CMAC,39590.00,4110.00,120,13.50,82200.00,20230526
20220309,FCTP,SAN MARTIN,SAN MARTIN,CACATACHI,220903,CAC PACIFICO,CAC,40900.00,8000.00,120,17.00,87400.00,20230526
20220304,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,45900.00,2225.00,120,13.99,86625.00,20230526
20220304,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,35800.00,13100.00,72,13.99,87400.00,20230526
20220310,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,42500.00,5000.00,120,13.00,86000.00,20230526
20220311,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,40490.00,4000.00,180,13.99,82990.00,20230526
20220311,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,39490.00,6000.00,120,17.25,83990.00,20230526
20220311,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,22000.00,1000.00,60,15.99,60000.00,20230526
20220311,FCTP,SAN MARTIN,MARISCAL CACERES,JUANJUI,220601,CMAC HUANCAYO,CMAC,18000.00,540.48,96,19.25,56040.48,20230526
20220304,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,37500.00,7500.00,180,13.00,83500.00,20230526
20220304,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,61200.00,5300.00,204,13.99,105000.00,20230526
20220325,FCTP,MOQUEGUA,ILO,PACOCHA,180303,INTERBANK,BANCO,56450.00,12500.00,240,11.50,109200.00,20230526
20220309,FCTP,ANCASH,CASMA,COMANDANTE NOEL,020803,CMAC MAYNAS,CMAC,32300.00,200.00,300,14.03,70000.00,20230526
20220309,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,22370.00,9380.00,60,13.50,72000.00,20230526
